Edad;Sexo;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2012;16.207
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2011;16.465
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2010;16.467
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2009;16.423
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2008;15.766
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2025;15.905
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2024;15.161
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2023;14.448
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2022;13.377
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2021;12.487
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2020;12.624
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2019;11.961
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2018;11.727
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2017;11.390
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2016;10.948
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2015;10.650
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2014;10.660
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2013;10.942
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2012;11.252
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2011;11.415
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2010;11.964
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2009;12.002
De 18 a 64 años;Ambos sexos;Renta neta media por persona;2008;11.428
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2025;23.372
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2024;22.286
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2023;21.214
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2022;19.703
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2021;18.411
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2020;18.565
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2019;17.666
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2018;17.344
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2017;16.814
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2016;16.149
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2015;15.706
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2014;15.752
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2013;16.167
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2012;16.678
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2011;16.997
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2010;17.802
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2009;17.949
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo;2008;17.120
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2025;17.956
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2024;17.065
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2023;16.368
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2022;15.308
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2021;14.350
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2020;14.436
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2019;13.689
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2018;13.422
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2017;13.041
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2016;12.475
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2015;12.115
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2014;12.155
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2013;12.321
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2012;12.687
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2011;12.955
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2010;13.522
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2009;13.370
De 18 a 64 años;Ambos sexos;Renta media por persona (con alquiler imputado);2008;12.815
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2025;26.251
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2024;24.959
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2023;23.911
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2022;22.435
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2021;21.044
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2020;21.124
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2019;20.120
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2018;19.759
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2017;19.156
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2016;18.319
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2015;17.789
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2014;17.877
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2013;18.125
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2012;18.712
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2011;19.199
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2010;20.025
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2009;19.916
De 18 a 64 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2008;19.131
De 18 a 64 años;Hombres;Renta neta media por persona;2025;16.202
De 18 a 64 años;Hombres;Renta neta media por persona;2024;15.464
De 18 a 64 años;Hombres;Renta neta media por persona;2023;14.728
De 18 a 64 años;Hombres;Renta neta media por persona;2022;13.677
De 18 a 64 años;Hombres;Renta neta media por persona;2021;12.612
De 18 a 64 años;Hombres;Renta neta media por persona;2020;12.873
De 18 a 64 años;Hombres;Renta neta media por persona;2019;12.104
De 18 a 64 años;Hombres;Renta neta media por persona;2018;11.893
De 18 a 64 años;Hombres;Renta neta media por persona;2017;11.475
De 18 a 64 años;Hombres;Renta neta media por persona;2016;11.024
De 18 a 64 años;Hombres;Renta neta media por persona;2015;10.751
De 18 a 64 años;Hombres;Renta neta media por persona;2014;10.791
De 18 a 64 años;Hombres;Renta neta media por persona;2013;11.036
De 18 a 64 años;Hombres;Renta neta media por persona;2012;11.353
De 18 a 64 años;Hombres;Renta neta media por persona;2011;11.498
De 18 a 64 años;Hombres;Renta neta media por persona;2010;12.056
De 18 a 64 años;Hombres;Renta neta media por persona;2009;12.291
De 18 a 64 años;Hombres;Renta neta media por persona;2008;11.613
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2025;23.606
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2024;22.519
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2023;21.431
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2022;19.954
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2021;18.470
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2020;18.768
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2019;17.735
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2018;17.480
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2017;16.829
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2016;16.153
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2015;15.705
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2014;15.808
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2013;16.187
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2012;16.719
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2011;17.057
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2010;17.871
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2009;18.230
De 18 a 64 años;Hombres;Renta media por unidad de consumo;2008;17.285
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2025;18.287
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2024;17.391
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2023;16.678
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2022;15.646
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2021;14.499
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2020;14.718
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2019;13.841
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2018;13.602
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2017;13.149
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2016;12.561
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2015;12.233
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2014;12.309
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2013;12.427
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2012;12.786
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2011;13.019
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2010;13.610
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2009;13.656
De 18 a 64 años;Hombres;Renta media por persona (con alquiler imputado);2008;12.982
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2025;26.500
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2024;25.198
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2023;24.142
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2022;22.706
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2021;21.109
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2020;21.341
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2019;20.181
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2018;19.893
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2017;19.178
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2016;18.321
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2015;17.791
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2014;17.940
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2013;18.141
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2012;18.732
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2011;19.227
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2010;20.078
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2009;20.179
De 18 a 64 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2008;19.259
De 18 a 64 años;Mujeres;Renta neta media por persona;2025;15.606
De 18 a 64 años;Mujeres;Renta neta media por persona;2024;14.857
De 18 a 64 años;Mujeres;Renta neta media por persona;2023;14.170
De 18 a 64 años;Mujeres;Renta neta media por persona;2022;13.078
De 18 a 64 años;Mujeres;Renta neta media por persona;2021;12.361
De 18 a 64 años;Mujeres;Renta neta media por persona;2020;12.374
De 18 a 64 años;Mujeres;Renta neta media por persona;2019;11.819
De 18 a 64 años;Mujeres;Renta neta media por persona;2018;11.561
De 18 a 64 años;Mujeres;Renta neta media por persona;2017;11.305
De 18 a 64 años;Mujeres;Renta neta media por persona;2016;10.871
De 18 a 64 años;Mujeres;Renta neta media por persona;2015;10.549
De 18 a 64 años;Mujeres;Renta neta media por persona;2014;10.528
De 18 a 64 años;Mujeres;Renta neta media por persona;2013;10.848
De 18 a 64 años;Mujeres;Renta neta media por persona;2012;11.148
De 18 a 64 años;Mujeres;Renta neta media por persona;2011;11.332
De 18 a 64 años;Mujeres;Renta neta media por persona;2010;11.870
De 18 a 64 años;Mujeres;Renta neta media por persona;2009;11.705
De 18 a 64 años;Mujeres;Renta neta media por persona;2008;11.239
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2025;23.136
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2024;22.052
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2023;20.999
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2022;19.453
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2021;18.353
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2020;18.362
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2019;17.598
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2018;17.208
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2017;16.798
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2016;16.144
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2015;15.707
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2014;15.696
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2013;16.147
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2012;16.636
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2011;16.936
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2010;17.731
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2009;17.660
De 18 a 64 años;Mujeres;Renta media por unidad de consumo;2008;16.951
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2025;17.623
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2024;16.739
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2023;16.061
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2022;14.972
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2021;14.200
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2020;14.155
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2019;13.536
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2018;13.243
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2017;12.932
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2016;12.389
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2015;11.997
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2014;12.000
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2013;12.213
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2012;12.586
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2011;12.889
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2010;13.431
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2009;13.077
De 18 a 64 años;Mujeres;Renta media por persona (con alquiler imputado);2008;12.644
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2025;26.001
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2024;24.718
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2023;23.682
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2022;22.165
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2021;20.979
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2020;20.907
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2019;20.058
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2018;19.625
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2017;19.134
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2016;18.318
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2015;17.787
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2014;17.814
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2013;18.109
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2012;18.692
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2011;19.170
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2010;19.971
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2009;19.647
De 18 a 64 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2008;18.999
